M|4051|388|78
M|4067|381|47
M|4124|338|47
M|4205|281|47
M|4253|257|47
M|4290|243|47
M|4305|242|47
M|4334|239|46
M|4383|233|47
M|4416|231|47
M|4437|225|47
M|4461|213|47
M|4467|208|47
M|4467|205|47
M|4464|203|47
M|4451|202|46
M|4437|202|47
M|4437|202|47
M|4437|202|47
M|4437|202|47
M|4437|202|47
M|4437|202|47
M|4437|202|47
M|4437|202|46
M|4437|202|47
M|4437|202|47
M|4437|202|47
mousebtn|LButton|Down|16
M|4437|202|31
M|4437|202|47
M|4437|202|47
mousebtn|LButton|Up|0
M|4437|202|47
M|4437|202|46
M|4437|202|47
M|4437|206|47
M|4437|215|47
M|4437|225|47
M|4437|232|47
M|4438|241|47
M|4439|249|47
M|4439|255|46
M|4439|257|47
M|4439|257|47
M|4439|257|47
M|4439|257|47
M|4439|256|47
M|4439|255|47
M|4439|252|47
M|4439|252|46
M|4439|252|47
M|4439|252|47
M|4439|252|47
M|4439|252|47
mousebtn|LButton|Down|0
M|4439|252|47
M|4439|252|47
M|4439|252|47
mousebtn|LButton|Up|0
M|4439|252|46
M|4439|252|47
M|4439|252|47
M|4439|252|47
M|4439|252|47
M|4439|252|47
M|4439|252|47
M|4439|252|47
M|4439|252|46
M|4439|252|47
M|4439|252|47
M|4439|252|47
M|4439|252|47
M|4439|252|47
M|4438|251|47
M|4417|257|47
M|4391|267|46
M|4221|339|47
M|3987|516|47
M|3892|594|47
M|3802|630|47
M|3733|659|47
M|3709|671|47
M|3705|673|47
M|3703|673|46
M|3703|673|47
M|3704|665|47
M|3727|646|47
M|3734|641|47
M|3736|638|47
M|3739|636|47
M|3740|635|47
M|3740|635|46
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|46
mousebtn|LButton|Down|16
M|3740|635|31
M|3740|635|47
M|3740|635|47
mousebtn|LButton|Up|16
M|3740|635|31
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|46
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|46
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|46
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3740|635|47
M|3755|626|47
M|3869|556|46
M|4084|452|47
M|4192|401|47
M|4238|355|47
M|4276|307|47
M|4304|275|47
M|4323|257|47
M|4331|253|47
M|4340|252|46
M|4365|250|47
M|4377|251|47
M|4381|252|47
M|4386|255|47
M|4396|259|47
M|4402|261|47
M|4409|260|47
M|4413|255|46
M|4414|254|47
M|4416|251|47
M|4418|249|47
M|4421|249|47
M|4429|249|47
M|4435|248|47
M|4438|241|47
M|4439|229|46
M|4441|222|47
M|4441|216|47
M|4441|210|47
M|4441|209|47
M|4441|209|47
M|4441|209|47
mousebtn|LButton|Down|0
M|4441|209|47
M|4441|209|46
mousebtn|LButton|Up|16
M|4441|209|31
M|4440|209|47
M|4435|215|47
M|4433|220|47
M|4433|227|47
M|4433|231|47
M|4433|232|47
M|4437|238|46
M|4439|239|47
M|4439|239|47
M|4439|239|47
M|4439|241|47
M|4439|244|47
M|4439|249|47
M|4439|249|47
M|4439|249|46
M|4439|249|47
M|4439|249|47
M|4439|249|47
M|4439|249|47
M|4439|249|47
mousebtn|LButton|Down|31
M|4439|249|16
M|4439|249|47
mousebtn|LButton|Up|31
M|4439|249|15
M|4439|249|47
M|4439|249|47
M|4439|249|47
M|4439|249|47
M|4439|249|47
M|4434|250|47
M|4423|250|47
M|4408|250|46
M|4374|251|47
M|4315|261|47
M|4240|271|47
M|4090|310|47
M|3985|357|47
M|3907|411|47
M|3826|472|47
M|3789|513|46
M|3753|547|47
M|3739|558|47
M|3730|571|47
M|3727|576|47
M|3723|587|47
M|3716|607|47
M|3711|622|47
M|3711|637|46
M|3709|642|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|46
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
mousebtn|LButton|Down|46
M|3709|643|0
M|3709|643|47
M|3709|643|47
mousebtn|LButton|Up|16
M|3709|643|31
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|46
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|46
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|47
M|3709|643|46
M|3709|643|47
